phewas_string,x,y,p_values,odds_ratios,snps,cluster
Rheumatoid arthritis,13,4,"[0.001042, 0.03925, 0.009399, 0.0005041, 0.007574, 0.03572, 0.002788, 0.04986, 0.027, 0.03148, 0.007622, 0.004789, 0.009924, 0.01523, 0.02268, 0.001131, 0.005957, 0.03654, 5.92e-06, 4.016e-07, 0.001425, 4.006e-07, 5.607e-17, 0.005474, 4.939e-05, 0.004114, 2.475e-10, 1.639e-09, 0.01185, 0.001161, 0.0001724, 0.007126, 1.365e-10, 0.04669, 2.144e-25, 0.02017, 4.116e-07, 0.01269, 0.004101, 0.0002415, 0.0003411, 0.001598]","[0.78, 0.857, 1.206, 1.341, 0.695, 0.749, 1.266, 0.76, 0.744, 0.754, 0.831, 0.809, 1.203, 0.82, 1.369, 0.529, 0.523, 0.574, 1.359, 0.702, 0.703, 0.66, 1.7, 0.834, 0.688, 1.206, 1.56, 1.521, 0.65, 0.779, 0.652, 0.668, 1.591, 0.608, 2.018, 1.264, 0.66, 0.747, 0.553, 0.644, 0.61, 0.788]","['A_0301', 'B_0702', 'B_0801', 'B_1501', 'B_1801', 'B_5701', 'C_0304', 'C_0802', 'C_1203', 'C_1601', 'DPA1_0103', 'DPA1_0201', 'DPB1_0201', 'DPB1_0301', 'DPB1_0601', 'DPB1_1101', 'DPB1_1301', 'DPB1_1701', 'DQA1_0101', 'DQA1_0102', 'DQA1_0103', 'DQA1_0201', 'DQA1_0301', 'DQA1_0501', 'DQB1_0202', 'DQB1_0301', 'DQB1_0302', 'DQB1_0501', 'DQB1_0503', 'DQB1_0602', 'DQB1_0603', 'DQB1_0604', 'DRB1_0101', 'DRB1_0103', 'DRB1_0401', 'DRB1_0404', 'DRB1_0701', 'DRB1_1101', 'DRB1_1104', 'DRB1_1301', 'DRB1_1302', 'DRB1_1501']",3
Rheumatoid arthritis and other inflammatory polyarthropathies,13,4,"[0.006642, 0.01641, 0.01154, 0.01867, 0.01636, 0.006506, 0.03147, 0.02364, 0.04282, 0.002793, 0.005394, 0.01286, 0.004418, 0.049, 3.611e-08, 3.151e-06, 0.008775, 5.837e-08, 1.386e-11, 0.02296, 3.283e-06, 0.01182, 3.844e-07, 0.03111, 4.617e-12, 0.04878, 0.004878, 0.001151, 0.003485, 7.44e-14, 0.03542, 2.391e-19, 8.474e-08, 0.01083, 0.02982, 0.003845, 0.0001427, 0.003937]","[0.836, 1.167, 1.215, 1.254, 0.746, 1.213, 0.767, 0.77, 0.884, 1.209, 0.817, 1.355, 0.633, 0.648, 1.39, 0.753, 0.781, 0.677, 1.463, 0.877, 0.684, 1.158, 1.381, 0.799, 1.532, 0.756, 0.828, 0.73, 0.681, 1.615, 0.629, 1.732, 0.68, 0.772, 0.701, 0.748, 0.633, 0.826]","['A_0301', 'B_0801', 'B_1501', 'B_2705', 'B_5701', 'C_0304', 'C_0802', 'C_1601', 'DPA1_0103', 'DPB1_0201', 'DPB1_0301', 'DPB1_0601', 'DPB1_1101', 'DPB1_1701', 'DQA1_0101', 'DQA1_0102', 'DQA1_0103', 'DQA1_0201', 'DQA1_0301', 'DQA1_0501', 'DQB1_0202', 'DQB1_0301', 'DQB1_0302', 'DQB1_0303', 'DQB1_0501', 'DQB1_0503', 'DQB1_0602', 'DQB1_0603', 'DQB1_0604', 'DRB1_0101', 'DRB1_0103', 'DRB1_0401', 'DRB1_0701', 'DRB1_1101', 'DRB1_1104', 'DRB1_1301', 'DRB1_1302', 'DRB1_1501']",3
Sebaceous cyst,17,5,"[0.04677, 0.02956, 0.01057, 0.007127, 0.01375, 0.03617]","[1.473, 0.458, 1.352, 1.324, 1.332, 1.294]","['A_2301', 'B_3701', 'B_4001', 'C_0304', 'DQA1_0103', 'DRB1_1301']",3
Senile osteoporosis,17,4,"[0.04663, 0.01222, 0.02002, 0.01628, 0.01864, 0.04786, 0.006459]","[0.623, 0.647, 0.715, 1.577, 1.214, 1.181, 1.29]","['B_1302', 'B_1801', 'B_3501', 'C_0704', 'DQA1_0301', 'DQB1_0301', 'DRB1_0401']",3
Septal Deviations/Turbinate Hypertrophy,14,2,"[0.03923, 0.03055, 0.04861, 0.03833, 0.02577]","[1.303, 1.219, 0.594, 1.508, 1.583]","['B_5701', 'C_0602', 'C_0704', 'DPB1_1701', 'DQB1_0502']",3
Sleep apnea,17,3,"[0.01268, 0.04241, 0.008168]","[0.764, 1.139, 1.401]","['A_2902', 'B_4402', 'DPB1_1301']",3
Sleep disorders,17,3,"[0.03589, 0.0333]","[0.817, 1.111]","['A_2902', 'DQA1_0102']",3
Somatoform disorder,17,7,"[0.03189, 0.04697, 0.03196, 0.03895, 0.003403, 0.04596, 0.02381]","[0.558, 2.024, 2.01, 0.57, 0.289, 1.832, 2.231]","['A_0101', 'A_3101', 'B_5701', 'C_0701', 'DPB1_0402', 'DQB1_0303', 'DQB1_0503']",3
Speech and language disorder,13,7,"[0.01074, 0.01822, 0.02383, 0.0118, 0.03915]","[1.635, 0.42, 1.695, 2.092, 0.419]","['A_2402', 'B_4403', 'B_5101', 'C_1502', 'C_1601']",3
Stomatitis and mucositis,14,8,"[0.001359, 0.03737, 0.03699, 0.03291, 0.0471, 0.03328]","[1.801, 1.388, 0.716, 0.695, 0.762, 0.342]","['A_2501', 'A_2902', 'B_1501', 'C_0303', 'C_0602', 'DRB1_1201']",3
Stricture and stenosis of esophagus,10,2,"[0.03705, 0.0377, 0.04831, 0.01741, 0.0308, 0.04545, 0.01509, 0.02377, 0.04583, 0.03664, 0.02159]","[1.388, 1.477, 0.756, 1.489, 1.508, 1.456, 1.362, 0.698, 1.412, 1.833, 1.34]","['A_1101', 'A_2902', 'B_0702', 'B_4403', 'B_5701', 'C_1601', 'DQA1_0201', 'DQB1_0302', 'DQB1_0303', 'DRB1_0407', 'DRB1_0701']",3
Suppurative and unspecified otitis media,16,0,"[0.02714, 0.02596, 0.0475, 0.01964, 0.01125, 0.04141, 0.04923, 0.03166, 0.03759, 0.04775, 0.005852]","[1.191, 0.808, 1.292, 1.304, 0.789, 1.58, 1.175, 1.203, 0.842, 0.488, 1.655]","['A_0201', 'B_0702', 'B_5101', 'C_0303', 'C_0702', 'C_1402', 'DPA1_0103', 'DPA1_0201', 'DPB1_0401', 'DRB1_0103', 'DRB1_1401']",3
Symptoms involving cardiovascular system,16,5,"[0.04253, 0.0464, 0.04257, 0.04979]","[0.804, 1.611, 1.464, 1.407]","['A_0201', 'A_2301', 'A_6801', 'B_2705']",3
Synovitis and tenosynovitis,17,4,"[0.01089, 0.009074, 0.01298, 0.003001, 0.038, 0.01461, 0.01415]","[0.511, 1.406, 1.51, 0.751, 0.81, 0.57, 0.47]","['A_2501', 'C_0202', 'DPB1_0601', 'DQA1_0101', 'DQB1_0501', 'DQB1_0503', 'DRB1_1401']",3
Testicular dysfunction,18,0,"[0.03822, 0.04474, 0.04412, 0.02794, 0.02119, 0.03738, 0.01362, 0.04077]","[0.765, 1.255, 0.776, 0.429, 0.741, 0.749, 1.568, 1.415]","['B_0702', 'C_0701', 'C_0702', 'DPB1_0601', 'DQA1_0101', 'DQB1_0501', 'DQB1_0604', 'DRB1_1302']",3
Testicular hypofunction,18,0,"[0.04414, 0.04553, 0.03666, 0.009725, 0.02433, 0.04006, 0.01819, 0.04869]","[0.769, 1.256, 0.573, 0.31, 0.744, 0.75, 1.547, 1.402]","['B_0702', 'C_0701', 'C_0802', 'DPB1_0601', 'DQA1_0101', 'DQB1_0501', 'DQB1_0604', 'DRB1_1302']",3
Thyroiditis,12,0,"[0.02706, 0.01035, 0.0132, 0.03653, 0.03835, 0.01988, 0.04661]","[1.409, 1.52, 1.468, 2.061, 1.366, 0.307, 0.486]","['A_0101', 'B_0801', 'C_0701', 'DPB1_1401', 'DQA1_0501', 'DQB1_0604', 'DRB1_1302']",3
Tinnitus,16,8,"[0.002779, 0.04639, 0.01833, 0.01357, 0.04448]","[2.299, 0.589, 0.736, 1.379, 1.286]","['B_1401', 'C_0202', 'DPA1_0103', 'DPB1_0301', 'DQB1_0602']",3
Type 2 diabetes,15,3,"[0.01133, 0.01981, 0.04763, 0.0003553, 0.001018, 0.04476, 0.03531, 0.03704, 0.03935, 0.03711, 0.01925, 0.004392, 0.03836, 0.01364, 0.04881, 0.04707, 0.007684, 0.005956, 0.005036, 0.01228]","[0.801, 0.821, 0.788, 1.256, 1.158, 0.924, 0.859, 0.867, 0.765, 1.08, 1.096, 1.167, 0.892, 1.104, 1.083, 1.093, 0.905, 0.857, 0.702, 1.106]","['A_2601', 'B_1402', 'B_3801', 'B_5701', 'C_0602', 'C_0702', 'C_0802', 'C_1203', 'C_1402', 'DPA1_0103', 'DPA1_0201', 'DPB1_0101', 'DQA1_0103', 'DQA1_0201', 'DQB1_0201', 'DQB1_0202', 'DQB1_0301', 'DQB1_0603', 'DRB1_0407', 'DRB1_0701']",3
Type 2 diabetes with neurological manifestations,15,5,"[0.02078, 0.002357, 0.02328, 0.02374, 0.0001662, 3.144e-05, 0.005509, 0.01245, 0.04974, 0.04305]","[0.629, 1.469, 0.462, 1.426, 1.318, 1.375, 1.338, 1.527, 0.859, 0.845]","['A_2601', 'A_6801', 'C_1402', 'C_1502', 'DPA1_0103', 'DPA1_0201', 'DPB1_0101', 'DPB1_1301', 'DQB1_0301', 'DRB1_1501']",3
Type 2 diabetes with ophthalmic manifestations,13,1,"[0.03626, 0.04523, 0.04776, 0.01695, 0.02925, 0.007099, 0.03008, 0.01232, 0.009896, 2.956e-05, 1.988e-05, 0.02239]","[0.744, 1.297, 1.465, 1.391, 0.739, 1.422, 0.713, 1.861, 1.348, 1.668, 1.687, 0.724]","['B_0702', 'B_0801', 'B_5701', 'C_0602', 'C_0702', 'DPB1_0301', 'DPB1_0402', 'DPB1_1301', 'DQA1_0501', 'DQB1_0201', 'DRB1_0301', 'DRB1_1501']",3
Type 2 diabetes with renal manifestations,15,5,"[0.0254, 0.04638, 0.04908, 0.01711, 0.006961, 0.03249, 0.0005475, 0.0158, 0.005651, 0.0006475, 0.004369]","[0.753, 0.66, 0.542, 1.208, 1.251, 1.179, 1.338, 0.817, 0.774, 1.334, 0.771]","['A_1101', 'A_2601', 'B_3801', 'DPA1_0103', 'DPA1_0201', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DQB1_0602', 'DRB1_0301', 'DRB1_1501']",3
Ulceration of the lower GI tract,15,6,"[0.02491, 0.02975, 0.0403, 0.03892, 0.009682, 0.04461, 0.01425, 0.0367, 0.01778]","[0.563, 0.551, 1.848, 0.582, 2.485, 1.714, 0.492, 0.293, 0.513]","['A_0101', 'B_0702', 'B_2705', 'C_0702', 'C_1502', 'DPB1_0101', 'DQB1_0602', 'DRB1_1101', 'DRB1_1501']",3
Urethral stricture (not specified as infectious),13,7,"[0.01152, 0.02999, 0.01817, 0.0228, 0.005497]","[1.958, 1.87, 1.674, 2.223, 1.71]","['B_5101', 'B_5701', 'C_0602', 'C_1502', 'DQA1_0501']",3
Vaginitis and vulvovaginitis,18,5,"[0.01105, 0.02914]","[1.99, 1.386]","['B_3701', 'C_0602']",3
Valvular heart disease/ heart chambers,18,6,"[0.03566, 0.0485, 0.007862, 0.03557, 0.04104, 0.04948, 0.01047]","[1.496, 1.326, 0.512, 1.31, 0.233, 1.264, 1.986]","['A_3101', 'B_1501', 'B_1801', 'C_0304', 'C_1402', 'DQB1_0302', 'DRB1_0407']",3
Varicose veins,16,5,"[0.01979, 0.03052, 0.02333, 0.03206, 0.03491]","[0.515, 1.555, 1.555, 1.528, 1.32]","['A_2902', 'A_3101', 'A_6801', 'C_0102', 'DPB1_0301']",3
"Varicose veins of lower extremity, symptomtic",16,5,"[0.03981, 0.01705]","[0.68, 1.625]","['A_0101', 'DQB1_0603']",3
Vascular insufficiency of intestine,16,5,"[0.04308, 0.04443, 0.03375]","[1.588, 0.458, 0.34]","['B_3501', 'B_4403', 'C_1601']",3
