phewas_string,x,y,p_values,odds_ratios,snps,cluster
Renal osteodystrophy,15,17,"[0.0177, 0.02227, 0.04375, 0.00835, 0.001417, 0.01712, 0.005709]","[1.29, 0.781, 1.224, 1.335, 0.667, 1.301, 0.712]","['A_0301', 'DQA1_0102', 'DQA1_0501', 'DQB1_0201', 'DQB1_0602', 'DRB1_0301', 'DRB1_1501']",4
Respiratory abnormalities,13,13,"[0.02712, 0.03113, 0.001132, 0.002761, 0.03988]","[1.278, 1.17, 1.292, 1.701, 1.162]","['A_2902', 'DQA1_0201', 'DQB1_0202', 'DRB1_0407', 'DRB1_0701']",4
Right bundle branch block,17,14,"[0.03594, 0.02503, 0.002355, 0.02363]","[1.72, 0.48, 0.401, 1.507]","['A_3201', 'B_4001', 'C_0304', 'C_0602']",4
Rosacea,9,18,"[0.01851, 0.0377, 0.01036, 0.01969, 0.002589, 0.001285, 0.001305]","[0.468, 1.398, 0.225, 1.752, 1.408, 1.475, 1.469]","['A_6801', 'B_3501', 'B_5501', 'DPB1_1301', 'DQA1_0102', 'DQB1_0602', 'DRB1_1501']",4
Schizophrenia,14,13,"[0.008598, 0.04992, 0.03619, 0.01134, 0.03612]","[1.954, 0.577, 0.476, 2.949, 2.647]","['A_2402', 'C_0701', 'DPB1_0402', 'DRB1_0901', 'DRB1_1201']",4
Schizophrenia and other psychotic disorders,14,17,"[0.03722, 0.007725, 0.0151, 0.03997, 0.03299, 0.03861]","[1.304, 0.333, 1.885, 1.234, 1.483, 1.394]","['A_2402', 'B_1302', 'C_1402', 'DQA1_0102', 'DQA1_0401', 'DRB1_1302']",4
Sciatica,13,15,"[0.03412, 0.03257, 0.03139, 0.02831]","[1.395, 1.296, 1.392, 1.42]","['C_0303', 'DPA1_0201', 'DQA1_0103', 'DRB1_1301']",4
Secondary hyperparathyroidism (of renal origin),15,17,"[0.04009, 0.02573, 0.005073, 0.01419, 0.03585]","[0.474, 1.783, 0.442, 2.458, 1.644]","['B_3501', 'C_0102', 'C_0401', 'DRB1_0103', 'DRB1_0404']",4
Secondary malignant neoplasm,12,15,"[0.02806, 0.0312, 0.01988, 0.02693, 0.04203, 0.04472, 0.02899]","[1.126, 0.79, 0.844, 1.107, 1.151, 1.081, 1.142]","['A_1101', 'A_2301', 'B_1801', 'B_4402', 'B_5701', 'DQB1_0301', 'DQB1_0303']",4
Secondary malignant neoplasm of liver,12,15,"[0.02649, 0.006626, 0.032, 0.005367, 0.03936, 0.00386, 0.03862]","[1.246, 0.489, 1.394, 1.386, 1.385, 1.257, 1.26]","['A_1101', 'A_2301', 'A_2501', 'A_2902', 'B_5501', 'DPB1_0201', 'DQB1_0303']",4
Senile dementia,15,16,"[0.01461, 0.03359, 0.0117, 0.03709, 0.033, 0.01673]","[1.873, 1.595, 1.796, 1.396, 0.67, 0.45]","['A_2601', 'B_2705', 'C_0802', 'DPB1_0301', 'DQB1_0201', 'DRB1_0404']",4
Sensorineural hearing loss,12,13,"[0.01897, 0.02626, 0.04681, 0.04148]","[0.745, 1.24, 1.131, 1.134]","['A_6801', 'B_5701', 'DQA1_0201', 'DRB1_0701']",4
Sepsis,17,14,"[0.03499, 0.04431, 0.01438, 0.02997]","[1.206, 1.263, 1.474, 0.855]","['A_1101', 'A_3201', 'B_3701', 'C_0702']",4
Sialoadenitis,15,11,"[0.00104, 0.01418, 0.01086]","[2.205, 1.875, 3.281]","['DQA1_0301', 'DRB1_0401', 'DRB1_0407']",4
Sicca syndrome,12,14,"[0.004748, 0.0006823, 1.455e-06, 0.008442, 0.007613, 0.04025, 2.592e-06, 0.01226, 0.001798, 9.703e-05, 2.595e-08, 0.01422, 0.03126, 5.039e-08, 0.03221]","[1.601, 2.552, 2.245, 1.895, 0.149, 0.51, 2.165, 1.555, 0.492, 1.904, 2.509, 0.56, 0.581, 2.465, 0.409]","['A_0101', 'A_2501', 'B_0801', 'B_1801', 'B_2705', 'C_0303', 'C_0701', 'DPB1_0201', 'DQA1_0101', 'DQA1_0501', 'DQB1_0201', 'DQB1_0501', 'DRB1_0101', 'DRB1_0301', 'DRB1_0404']",4
Spina bifida,11,14,[0.02094],[2.109],['DRB1_1101'],4
Spinal stenosis,16,14,"[0.03274, 0.04822, 0.02026, 0.0238, 0.04019, 0.002212, 0.01358]","[1.153, 1.266, 0.776, 1.224, 0.873, 0.404, 1.258]","['A_0101', 'A_6801', 'B_3501', 'DQA1_0103', 'DQA1_0301', 'DRB1_0407', 'DRB1_1301']",4
Spinal stenosis of lumbar region,16,14,"[0.01161, 0.005411, 0.01678, 0.03463, 0.03331, 0.001153, 0.01296]","[1.349, 0.698, 1.27, 0.829, 0.815, 0.26, 1.296]","['A_2902', 'B_3501', 'DQA1_0103', 'DQB1_0501', 'DRB1_0101', 'DRB1_0407', 'DRB1_1301']",4
"Spondylolisthesis, congenital",10,17,"[0.0205, 0.03854, 0.02655, 0.03236, 0.03745]","[2.316, 2.491, 2.231, 0.212, 2.185]","['B_4001', 'DPA1_0202', 'DQB1_0603', 'DRB1_0101', 'DRB1_1301']",4
Strabismus (not specified as paralytic),13,14,"[0.03561, 0.01835, 0.003796, 0.01769]","[1.942, 1.35, 1.911, 1.909]","['DPB1_1401', 'DQA1_0301', 'DQB1_0503', 'DRB1_1401']",4
Stricture of artery,18,16,"[0.0004368, 0.01372, 0.0008948, 0.02069]","[3.562, 3.178, 2.389, 0.371]","['B_1302', 'B_3503', 'C_0602', 'DPB1_0402']",4
Stricture/obstruction of ureter,18,13,"[0.007342, 0.03198, 0.04318, 0.04362, 0.01383]","[1.727, 1.369, 1.631, 0.46, 2.161]","['A_2902', 'DPB1_0201', 'DQA1_0401', 'DQB1_0604', 'DRB1_0103']",4
Subdural hemorrhage (injury),17,14,[0.0003996],[2.48],['A_3201'],4
Superficial cellulitis and abscess,17,18,"[0.04928, 0.01367, 0.04308, 0.03181, 0.02232, 0.008493, 0.0005946, 0.0298, 0.01814]","[1.315, 1.328, 0.888, 1.103, 1.116, 1.189, 0.826, 0.904, 0.75]","['B_1401', 'B_4901', 'C_0401', 'DPA1_0103', 'DPA1_0201', 'DPB1_0101', 'DPB1_0402', 'DQB1_0301', 'DRB1_1104']",4
Superficial keratitis,17,15,"[0.01392, 0.02098, 0.03725, 0.0149, 0.008715, 0.01788, 0.04742]","[0.276, 2.462, 0.401, 0.172, 2.232, 0.243, 0.306]","['B_0702', 'B_1801', 'C_0702', 'DPB1_0301', 'DPB1_0402', 'DQB1_0501', 'DRB1_0101']",4
Supraventricular premature beats,15,18,"[0.03447, 0.003318, 0.003664, 0.03683]","[2.244, 2.686, 3.946, 2.329]","['A_6801', 'B_2705', 'B_3901', 'DQA1_0401']",4
Symptoms involving nervous and musculoskeletal systems,11,14,"[0.0383, 0.02459, 0.02159, 0.0439, 0.00236]","[0.477, 2.62, 0.44, 0.502, 2.432]","['B_0801', 'DPB1_1001', 'DQB1_0201', 'DRB1_0301', 'DRB1_1101']",4
Systemic lupus erythematosus,12,14,"[0.0008042, 0.008327, 0.03898, 8.512e-05, 0.03994, 0.0008051, 0.01535, 0.001801, 0.01444, 0.02662, 1.995e-06, 0.006112, 0.004374, 1.183e-06, 0.01518, 0.002855]","[1.407, 0.769, 1.712, 1.522, 1.528, 1.409, 0.334, 1.367, 0.643, 1.246, 1.64, 0.738, 1.358, 1.658, 0.726, 1.373]","['A_0101', 'A_0201', 'A_3001', 'B_0801', 'B_1302', 'C_0701', 'C_0704', 'DQA1_0102', 'DQA1_0103', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DQB1_0602', 'DRB1_0301', 'DRB1_0401', 'DRB1_1501']",4
Tachycardia NOS,17,14,"[0.005153, 0.01027, 0.01604, 0.03937, 0.008212, 0.03531, 0.04326, 0.03655]","[1.326, 1.248, 1.289, 1.193, 1.193, 0.899, 0.7, 1.125]","['A_2501', 'A_3201', 'B_5501', 'C_0102', 'C_0303', 'C_0701', 'DQB1_0502', 'DRB1_0101']",4
Temporomandibular joint disorders,15,11,"[0.003996, 0.04339, 0.02573, 0.03753]","[2.891, 2.341, 0.628, 1.522]","['A_3001', 'B_3901', 'DQA1_0102', 'DRB1_0401']",4
"Thoracic or lumbosacral neuritis or radiculitis, unspecified",13,15,"[0.00509, 0.04584, 0.009788, 0.02759, 0.02003, 0.04644, 0.01599, 0.03884, 0.008712, 0.02231]","[1.744, 0.674, 0.73, 0.788, 1.338, 0.829, 0.759, 0.787, 0.738, 1.349]","['C_0704', 'C_1203', 'DPB1_0402', 'DQA1_0101', 'DQA1_0103', 'DQA1_0501', 'DQB1_0201', 'DQB1_0501', 'DRB1_0301', 'DRB1_1301']",4
Throat pain,10,14,"[0.03402, 0.02426, 0.006079, 0.03811, 0.03824, 0.0257]","[1.619, 1.642, 0.491, 1.608, 0.546, 1.696]","['B_0801', 'DQA1_0101', 'DQA1_0102', 'DQB1_0501', 'DQB1_0602', 'DRB1_0101']",4
Toxic effect of venom,18,15,"[0.04452, 0.04341, 0.01131]","[2.297, 1.962, 2.226]","['C_0202', 'C_0401', 'DPB1_0402']",4
Tracheostomy complications,18,16,"[0.04858, 0.006643, 0.02163]","[2.81, 2.227, 0.302]","['B_3503', 'C_0602', 'DRB1_0401']",4
Type 1 diabetes,12,17,"[0.003617, 0.0006192, 0.006489, 0.02126, 5.083e-06, 1.534e-11, 0.004975, 0.007916, 9.89e-08, 4.25e-05, 0.02828, 0.02289, 0.04374, 4.541e-08, 0.0125, 0.003777, 1.358e-07, 0.0001089, 0.03986, 0.013, 8.053e-07, 0.03814, 7.499e-05, 1.309e-17, 1.911e-06, 1.333e-05, 2.319e-31, 7.543e-10, 2.478e-29, 0.001685, 1.946e-11, 4.6129999999999996e-54, 0.00375, 0.02118, 0.002411, 6.077e-17, 1.529e-05, 0.01522, 2.162e-29, 1.1820000000000002e-26, 7.323e-05, 1.274e-05, 0.000232, 0.005568, 2.157e-05, 0.0048, 8.188e-17]","[1.333, 0.526, 0.353, 0.262, 0.559, 1.95, 0.341, 0.426, 1.868, 1.792, 1.338, 0.739, 0.628, 1.815, 0.705, 0.657, 1.665, 0.63, 0.623, 1.313, 0.481, 1.499, 0.615, 0.327, 0.335, 0.563, 3.178, 1.803, 2.934, 0.634, 0.44, 4.42, 0.691, 0.099, 0.337, 0.205, 0.394, 0.72, 2.938, 2.816, 1.713, 0.562, 0.445, 0.318, 0.377, 0.194, 0.225]","['A_0101', 'A_1101', 'A_2501', 'A_3001', 'B_0702', 'B_0801', 'B_1302', 'B_1402', 'B_1501', 'B_1801', 'B_4001', 'B_4402', 'B_5701', 'C_0304', 'C_0401', 'C_0602', 'C_0701', 'C_0702', 'C_0802', 'DPB1_0301', 'DPB1_0402', 'DPB1_0601', 'DQA1_0101', 'DQA1_0102', 'DQA1_0103', 'DQA1_0201', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0202', 'DQB1_0301', 'DQB1_0302', 'DQB1_0501', 'DQB1_0502', 'DQB1_0503', 'DQB1_0602', 'DQB1_0603', 'DRB1_0101', 'DRB1_0301', 'DRB1_0401', 'DRB1_0404', 'DRB1_0701', 'DRB1_1101', 'DRB1_1104', 'DRB1_1301', 'DRB1_1401', 'DRB1_1501']",4
Type 1 diabetes with ketoacidosis,16,12,"[0.01517, 0.008698, 0.0001095, 3.343e-05, 0.001489, 6.749e-07, 0.02935, 0.01737, 0.000133, 0.04204, 0.005887, 1.33e-05, 0.01478, 0.00223, 1.018e-11, 0.004279, 1.334e-08, 0.03927, 0.0003435, 9.957e-18, 0.01564, 9.842e-09, 6.87e-14, 0.002209, 0.03125, 0.01963]","[0.087, 0.427, 2.352, 2.744, 2.269, 3.07, 0.422, 0.364, 2.302, 0.56, 0.337, 0.215, 0.086, 0.32, 5.733, 1.874, 3.465, 0.464, 0.327, 7.093, 0.088, 3.505, 5.276, 0.32, 0.214, 0.096]","['A_1101', 'B_0702', 'B_0801', 'B_1501', 'B_4001', 'C_0304', 'C_0401', 'C_0602', 'C_0701', 'C_0702', 'DPB1_0402', 'DQA1_0102', 'DQA1_0103', 'DQA1_0201', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0202', 'DQB1_0301', 'DQB1_0302', 'DQB1_0603', 'DRB1_0301', 'DRB1_0401', 'DRB1_0701', 'DRB1_1101', 'DRB1_1301']",4
Type 1 diabetes with neurological manifestations,16,12,"[0.02086, 0.003684, 0.02948, 7.676e-06, 7.713e-05, 0.003531, 8.216e-05, 0.04888, 1.219e-08, 0.04787, 5.659e-05, 0.002669, 3.02e-14, 0.04513, 0.04969, 0.04487, 1.649e-05, 7.064e-10]","[0.098, 0.336, 1.714, 3.103, 2.661, 0.354, 0.246, 0.313, 4.373, 1.591, 2.585, 0.387, 6.257, 0.133, 0.314, 2.047, 2.757, 4.271]","['A_1101', 'B_0702', 'B_0801', 'B_1501', 'C_0304', 'C_0702', 'DQA1_0102', 'DQA1_0103', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0303', 'DQB1_0603', 'DQB1_0604', 'DRB1_0301', 'DRB1_0401']",4
Type 1 diabetes with ophthalmic manifestations,16,12,"[0.03765, 0.005992, 0.01061, 0.0001726, 0.0003883, 0.03204, 0.005618, 0.02591, 0.0197, 1.036e-05, 0.02128, 0.009049, 1.467e-09, 0.0154, 4.562e-07, 0.0001052, 2.707e-16, 0.001174, 0.02168, 3.702e-07, 2.495e-08, 0.0159, 0.008982, 0.03481, 0.02858, 0.001014]","[0.294, 0.376, 1.853, 2.639, 2.414, 1.655, 0.39, 0.595, 2.96, 0.153, 0.098, 0.376, 4.864, 1.756, 3.218, 0.234, 7.326, 0.038, 0.099, 3.248, 3.642, 2.092, 0.376, 0.119, 0.11, 0.037]","['A_1101', 'B_0702', 'B_0801', 'B_1501', 'C_0304', 'C_0701', 'C_0702', 'DPB1_0401', 'DPB1_1401', 'DQA1_0102', 'DQA1_0103', 'DQA1_0201', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0602', 'DQB1_0603', 'DRB1_0301', 'DRB1_0401', 'DRB1_0404', 'DRB1_0701', 'DRB1_1101', 'DRB1_1301', 'DRB1_1501']",4
Type 1 diabetes with renal manifestations,16,12,"[0.02086, 0.02412, 0.0001725, 0.02943, 0.0004452, 0.03509, 0.04802, 5.147e-05, 0.02039, 0.007855, 6.442e-09, 0.006114, 6.203e-06, 0.002952, 1.8e-15, 0.04217, 0.0002731, 0.02103, 1.623e-06, 4.321e-07, 0.005974, 0.007784, 0.0445, 0.02772, 0.0002066]","[0.47, 1.729, 2.634, 1.878, 2.387, 0.408, 0.495, 0.237, 0.097, 0.37, 4.353, 1.889, 2.835, 0.404, 6.658, 0.129, 0.117, 0.098, 3.018, 3.218, 2.262, 0.37, 0.237, 0.109, 0.112]","['B_0702', 'B_0801', 'B_1501', 'C_0303', 'C_0304', 'C_0602', 'DPB1_0402', 'DQA1_0102', 'DQA1_0103', 'DQA1_0201', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0303', 'DQB1_0602', 'DQB1_0603', 'DRB1_0301', 'DRB1_0401', 'DRB1_0404', 'DRB1_0701', 'DRB1_1101', 'DRB1_1301', 'DRB1_1501']",4
Ulcerative colitis,18,18,"[0.03688, 0.03117, 0.008245, 0.02476, 0.000502, 0.005485, 0.02056, 0.03141, 0.04624, 0.02123, 0.002991, 0.002525, 0.04932, 0.03752]","[1.479, 0.571, 0.552, 1.495, 0.588, 0.588, 0.488, 0.337, 1.346, 0.385, 2.442, 0.552, 1.46, 0.509]","['B_3501', 'B_4001', 'C_0304', 'DQA1_0103', 'DQA1_0301', 'DQB1_0302', 'DQB1_0303', 'DQB1_0402', 'DQB1_0501', 'DQB1_0604', 'DRB1_0103', 'DRB1_0401', 'DRB1_1101', 'DRB1_1302']",4
Ulcerative colitis (chronic),18,18,"[0.006362, 0.04563, 0.009005, 0.01158, 0.02452, 0.01695, 0.01556, 0.01336, 0.04473, 0.04253]","[0.365, 0.579, 0.542, 1.712, 1.777, 1.705, 2.789, 0.453, 0.578, 1.719]","['C_0501', 'DQA1_0201', 'DQA1_0301', 'DQB1_0501', 'DQB1_0603', 'DRB1_0101', 'DRB1_0103', 'DRB1_0401', 'DRB1_0701', 'DRB1_1301']",4
Unspecified diffuse connective tissue disease,9,14,"[0.03683, 0.01494, 0.008853]","[2.361, 2.054, 2.198]","['C_0102', 'DQA1_0101', 'DQB1_0501']",4
Unstable angina (intermediate coronary syndrome),17,14,"[0.01473, 0.005484, 0.02508]","[1.358, 0.419, 0.717]","['A_3201', 'B_3801', 'C_1203']",4
Upper gastrointestinal congenital anomalies,14,14,"[0.008362, 0.04785, 0.003459, 0.0006375, 0.01346]","[2.488, 2.853, 2.853, 4.131, 3.268]","['B_3501', 'B_3701', 'B_5101', 'C_1502', 'DRB1_1401']",4
Vascular complications of surgery and medical procedures,17,14,[0.01915],[2.623],['A_3201'],4
Vascular hamartomas and non-neoplastic nevi,18,13,"[0.03936, 0.0448, 0.003353, 0.0377, 0.02433, 0.02604, 0.02352]","[1.741, 0.606, 1.883, 0.632, 1.543, 0.627, 1.561]","['A_2902', 'B_0801', 'B_1501', 'C_0701', 'DPB1_0201', 'DQB1_0301', 'DQB1_0302']",4
Viral infection,10,15,"[0.0133, 0.01537, 0.01547, 0.03274, 0.04498, 0.0005256, 0.02281, 0.0247, 0.001895, 0.02923, 0.003082]","[1.694, 1.349, 1.377, 1.262, 1.178, 0.753, 1.189, 1.399, 0.749, 1.575, 0.762]","['B_1401', 'B_2705', 'C_0102', 'C_0303', 'DQA1_0101', 'DQA1_0102', 'DQA1_0301', 'DQB1_0503', 'DQB1_0602', 'DRB1_0407', 'DRB1_1501']",4
Vitamin deficiency,13,17,"[0.0363, 0.02843, 0.04602, 0.01439, 0.04268, 0.03976, 0.03732]","[0.889, 1.17, 0.689, 1.196, 0.902, 0.89, 1.126]","['B_0702', 'B_4001', 'C_1402', 'DPB1_0101', 'DQA1_0102', 'DQB1_0602', 'DRB1_0401']",4
"stress incontinence, female",9,14,"[0.01009, 0.001605, 0.026, 0.0326]","[0.712, 0.66, 1.287, 1.291]","['B_0702', 'C_0702', 'DQA1_0101', 'DQB1_0501']",4
