phewas_string,x,y,p_values,odds_ratios,snps,cluster
Other congenital musculoskeletal anomalies,5,4,"[0.04954, 0.0191, 0.01895, 0.04993, 0.03886, 0.006273, 0.01191, 0.002009, 0.01656, 0.03665, 0.00775]","[0.67, 1.739, 0.613, 1.427, 0.616, 0.598, 0.555, 1.809, 0.295, 1.901, 0.529]","['A_0101', 'B_4403', 'C_0701', 'C_0702', 'DPB1_0201', 'DQA1_0501', 'DQB1_0201', 'DQB1_0202', 'DQB1_0303', 'DQB1_0503', 'DRB1_0301']",2
Other derangement of joint,1,1,"[0.03665, 0.03458, 0.02311, 0.02153, 0.03116, 0.01193, 0.03449]","[0.505, 1.542, 1.698, 2.213, 1.546, 1.651, 1.561]","['B_3501', 'C_0303', 'C_1203', 'DPB1_1401', 'DQA1_0103', 'DQB1_0603', 'DRB1_1301']",2
Other disorders of arteries and arterioles,2,5,"[0.01306, 0.01944, 0.03721, 0.01747, 0.01853, 0.01155]","[1.6, 0.497, 1.664, 0.561, 1.735, 0.58]","['A_1101', 'B_4001', 'C_0102', 'C_0304', 'C_0802', 'DPB1_0402']",2
Other disorders of male genital organs,0,1,"[0.004844, 0.03613, 0.008133, 0.04571, 0.005704, 0.03061, 0.009734]","[1.881, 2.001, 1.588, 0.707, 1.621, 0.66, 1.601]","['A_3101', 'B_3901', 'DQA1_0103', 'DQB1_0501', 'DQB1_0603', 'DRB1_0101', 'DRB1_1301']",2
Other disorders of pancreatic internal secretion,2,2,"[0.03873, 0.04767, 0.0393, 0.03553]","[1.984, 1.928, 2.382, 0.121]","['A_2501', 'B_1302', 'B_4002', 'DPA1_0202']",2
Other disorders of thyroid,0,4,"[0.02478, 0.002619, 0.01676, 0.04598, 0.04859]","[0.738, 0.514, 1.949, 1.306, 1.462]","['A_0201', 'C_0401', 'C_0704', 'DQA1_0501', 'DRB1_1101']",2
Other disorders of urethra and urinary tract,3,6,[0.0291],[1.74],['B_3801'],2
Other forms of chronic heart disease,4,3,"[0.01586, 0.001159, 9.635e-05, 0.01776, 0.03011, 0.01361, 0.04794, 0.03426, 0.00545]","[1.325, 0.367, 1.943, 1.317, 1.195, 0.711, 1.333, 0.868, 1.458]","['A_3201', 'B_3801', 'B_4002', 'C_0102', 'C_0304', 'C_1203', 'C_1502', 'DPB1_0401', 'DPB1_0601']",2
Other nutritional deficiency,3,5,[0.005839],[2.985],['B_3701'],2
Other open wound of head and face,5,3,"[0.04046, 0.0399]","[1.898, 1.596]","['B_4901', 'B_5701']",2
Other peripheral nerve disorders,1,4,"[0.04796, 0.01366, 0.02422]","[1.225, 0.746, 1.257]","['A_3201', 'B_5701', 'C_0102']",2
Other persistent mental disorders due to conditions classified elsewhere,5,4,"[0.03708, 0.0486, 0.04089]","[1.232, 0.408, 1.443]","['B_0702', 'DPB1_1701', 'DQB1_0503']",2
Other specified cardiac dysrhythmias,4,3,"[0.03001, 0.01497, 0.002835, 0.01563, 0.01022, 0.03238]","[1.253, 0.788, 1.332, 0.834, 1.193, 0.608]","['A_3201', 'B_4403', 'B_5701', 'C_0401', 'C_0602', 'C_1402']",2
Other symptoms/disorders or the urinary system,1,3,"[0.009001, 0.02627, 0.04638, 0.04314, 0.03457, 0.04866, 0.02396]","[1.231, 1.265, 0.918, 1.189, 1.08, 1.082, 1.137]","['A_2601', 'A_3001', 'B_0801', 'B_5501', 'DQA1_0102', 'DQB1_0602', 'DRB1_1101']",2
Other venous embolism and thrombosis,2,4,"[0.02947, 0.0125]","[1.248, 0.67]","['A_6801', 'DPB1_0501']",2
Ovarian cyst,3,3,"[0.01841, 0.01672, 0.001218, 0.03005, 0.00393]","[1.989, 1.589, 2.122, 0.728, 1.884]","['A_3001', 'A_6801', 'C_0704', 'DPB1_0201', 'DRB1_1104']",2
Ovarian dysfunction,5,4,"[0.01126, 0.0196, 0.04638, 0.03101, 0.03203]","[0.466, 1.787, 0.135, 1.843, 1.471]","['A_2402', 'C_1203', 'DPB1_1101', 'DQB1_0503', 'DRB1_0401']",2
"Overweight, obesity and other hyperalimentation",5,5,"[0.03478, 0.02532, 0.02454, 0.04225, 0.03547, 0.005241]","[0.802, 0.841, 0.832, 0.909, 0.807, 1.395]","['A_2501', 'A_2902', 'C_0802', 'DPB1_0201', 'DPB1_1101', 'DQB1_0502']",2
Painful respiration,2,2,"[0.03744, 0.002488, 0.0411, 0.03008]","[1.591, 1.716, 0.129, 1.824]","['A_2501', 'A_6801', 'C_1402', 'DRB1_0407']",2
Palpitations,4,3,"[0.04655, 0.01419, 0.04735, 0.04543, 0.03534]","[1.207, 0.648, 1.123, 0.884, 1.181]","['A_3201', 'B_3801', 'DPB1_0301', 'DQB1_0302', 'DQB1_0303']",2
Pancreatic cancer,4,5,[0.04032],[1.347],['A_0201'],2
Papanicolaou smear of cervix or vagina with atypical squamous cells,0,2,"[0.04046, 0.03598, 0.0417, 0.01393, 0.04101, 0.02668, 0.04875, 0.026, 0.009944]","[1.346, 1.442, 1.268, 0.59, 1.269, 1.435, 0.246, 0.609, 1.373]","['A_2402', 'B_5101', 'DQA1_0102', 'DQA1_0103', 'DQB1_0301', 'DRB1_1101', 'DRB1_1201', 'DRB1_1301', 'DRB1_1501']",2
Parkinson's disease,1,5,"[0.02629, 0.01605, 0.02706, 0.009962, 0.01145]","[0.632, 0.644, 2.014, 0.614, 0.439]","['C_0304', 'DPB1_0301', 'DPB1_1701', 'DQB1_0302', 'DRB1_0404']",2
Paroxysmal supraventricular tachycardia,4,3,"[0.03854, 0.007061, 0.04358, 0.03327]","[1.422, 1.531, 0.685, 0.534]","['A_3101', 'A_3201', 'B_5101', 'DPB1_0501']",2
"Paroxysmal tachycardia, unspecified",4,3,"[0.008452, 0.02493, 0.02901]","[1.334, 1.186, 0.767]","['A_3201', 'C_0304', 'C_1601']",2
Paroxysmal ventricular tachycardia,4,3,"[0.008664, 0.03362, 0.04583, 0.02617]","[1.427, 1.25, 1.287, 1.216]","['A_3201', 'B_1501', 'C_0202', 'DQB1_0302']",2
Partial epilepsy,0,5,"[0.04032, 0.01169, 0.03287, 0.0471, 0.0275, 0.001408, 0.00205]","[0.712, 1.294, 1.252, 1.389, 1.249, 1.383, 1.369]","['A_1101', 'B_0702', 'B_0801', 'C_0102', 'C_0702', 'DQB1_0201', 'DRB1_0301']",2
Pathologic fracture,5,4,"[0.03501, 0.01444, 0.01974]","[0.645, 0.648, 1.52]","['B_1801', 'B_3501', 'DQB1_0503']",2
Pathologic fracture of femur,4,2,"[0.0347, 0.03144, 0.04707]","[1.819, 1.759, 0.534]","['B_1501', 'C_0602', 'DQA1_0101']",2
Pectus and other congenital anomalies of ribs/sternum,3,5,"[4.809e-05, 0.03532, 0.04805]","[5.373, 0.461, 0.423]","['B_3701', 'C_0701', 'DPB1_0201']",2
Pelvic inflammatory disease (PID),3,6,[0.003856],[3.993],['B_3801'],2
Peptic ulcer (excl. esophageal),2,0,"[0.02548, 0.04648, 0.03541, 0.04743, 0.001541, 0.02651, 0.04362, 0.04087, 0.03703]","[0.63, 0.806, 1.255, 0.708, 1.371, 1.324, 0.801, 1.299, 1.318]","['A_2902', 'B_0702', 'B_4402', 'B_4403', 'DPB1_0201', 'DQA1_0103', 'DQB1_0602', 'DQB1_0603', 'DRB1_1301']",2
Peripheral autonomic neuropathy,1,4,"[0.008059, 0.01981]","[3.119, 2.719]","['B_3701', 'DPB1_1301']",2
Pervasive developmental disorders,5,4,"[0.04087, 0.01837, 0.03617, 0.0327]","[0.793, 0.742, 1.52, 1.788]","['A_0101', 'B_0801', 'DQB1_0503', 'DRB1_0407']",2
Phlebitis and thrombophlebitis,2,4,"[0.03551, 0.04324]","[0.672, 0.308]","['A_2402', 'DPB1_1301']",2
Phlebitis and thrombophlebitis of lower extremities,2,5,"[0.03911, 0.034, 0.03166, 0.02666, 0.02474, 0.02811]","[0.676, 1.549, 1.552, 1.688, 1.927, 1.47]","['A_0101', 'A_1101', 'B_1501', 'C_1203', 'DPB1_0601', 'DQB1_0302']",2
Pituitary dwarfism,2,3,[0.01902],[0.462],['C_0303'],2
Pituitary hypofunction,0,4,[0.003095],[1.988],['DRB1_1101'],2
Pleurisy; pleural effusion,0,1,"[0.00922, 0.03743, 0.003725, 0.03702, 0.04913, 0.04389, 0.03446, 0.01783]","[1.162, 0.812, 1.245, 0.758, 0.883, 0.879, 1.283, 1.176]","['A_1101', 'A_2601', 'A_6801', 'B_3503', 'DQA1_0103', 'DQB1_0603', 'DRB1_0407', 'DRB1_1302']",2
Pneumococcal pneumonia,3,6,"[0.03445, 0.02029, 0.01887]","[2.736, 1.793, 1.846]","['B_3801', 'DQB1_0501', 'DRB1_0101']",2
Poisoning by agents primarily affecting the cardiovascular system,5,3,"[0.02529, 0.01558]","[1.498, 0.486]","['A_1101', 'B_4403']",2
Poisoning by primarily systemic agents,5,3,"[0.02752, 0.02521, 0.04555, 0.04097]","[1.322, 0.531, 0.677, 0.651]","['A_2902', 'C_0704', 'DQA1_0401', 'DQB1_0402']",2
"Poisoning by water, mineral, and uric acid metabolism drugs",1,3,"[0.03409, 0.008953, 0.02775, 0.03327, 0.02108, 0.01216, 0.01882]","[0.549, 2.428, 2.037, 1.94, 2.36, 2.907, 1.919]","['A_0301', 'A_2601', 'A_6801', 'B_5701', 'C_1502', 'DRB1_0103', 'DRB1_1101']",2
Polyp of female genital organs,1,0,"[0.02062, 0.01501, 0.02751, 0.01117, 0.02961]","[1.744, 2.339, 0.59, 1.768, 1.67]","['B_4403', 'B_4901', 'DQB1_0602', 'DQB1_0603', 'DRB1_1301']",2
Postlaminectomy syndrome,0,1,"[0.03629, 0.008908, 0.005117, 0.006512, 0.0227, 0.02255, 0.01582, 0.02523, 0.008653]","[1.33, 0.459, 0.544, 1.617, 0.713, 0.649, 1.544, 1.8, 1.621]","['A_0201', 'B_3501', 'C_0401', 'DQA1_0103', 'DQA1_0301', 'DQB1_0302', 'DQB1_0603', 'DRB1_0801', 'DRB1_1301']",2
Postmenopausal bleeding,3,3,"[0.01762, 0.01713, 0.0441, 0.01787, 0.009829, 0.006068, 0.01908]","[2.066, 0.398, 0.635, 2.063, 0.699, 0.639, 0.692]","['A_3001', 'A_6801', 'C_0303', 'DPB1_1701', 'DQA1_0102', 'DQB1_0602', 'DRB1_1501']",2
Postnasal drip,4,4,"[0.04037, 0.01385, 0.02793, 0.04068, 0.04994, 0.03099, 0.02422, 0.003238]","[2.395, 2.085, 1.973, 2.258, 2.476, 1.866, 0.5, 2.579]","['A_3001', 'A_3201', 'A_6801', 'B_3503', 'B_4002', 'C_0202', 'DPB1_0301', 'DPB1_1101']",2
Posttraumatic wound infection not elsewhere classified,0,0,"[0.02842, 0.02361, 5.935e-05, 0.03439, 0.009367, 0.01487]","[2.143, 2.078, 4.237, 2.138, 2.467, 2.398]","['B_1501', 'C_0401', 'DPA1_0202', 'DQA1_0103', 'DQB1_0603', 'DRB1_1301']",2
Precordial pain,2,3,"[0.009928, 0.03745, 0.006311]","[0.532, 1.551, 0.519]","['B_0702', 'C_0304', 'C_0702']",2
Primary/intrinsic cardiomyopathies,2,3,[0.005912],[1.251],['C_0304'],2
Pulmonary collapse; interstitial and compensatory emphysema,3,2,"[0.02629, 0.00387, 0.04073, 0.01218, 0.02851, 0.03655, 0.02833]","[1.201, 1.217, 0.838, 0.742, 1.281, 0.906, 0.814]","['A_2501', 'A_6801', 'B_1402', 'B_3503', 'B_3901', 'C_0401', 'DPB1_0501']",2
Pulmonary congestion and hypostasis,3,3,"[0.008721, 0.03916, 0.04418, 0.007276, 0.006155, 0.04301]","[1.411, 1.38, 0.758, 1.274, 1.591, 1.388]","['A_6801', 'B_1302', 'B_4403', 'C_0602', 'C_0704', 'DRB1_1104']",2
"Pulmonary embolism and infarction, acute",2,3,"[0.03316, 0.00541]","[1.604, 1.495]","['B_4901', 'DRB1_1302']",2
Purpura and other hemorrhagic conditions,0,2,"[0.04404, 0.03232, 0.03364, 0.03563, 0.009537, 0.0412, 0.005185, 0.005143, 0.00423, 0.003571]","[1.149, 1.372, 0.812, 0.758, 0.817, 1.129, 0.783, 0.801, 0.592, 0.785]","['A_1101', 'B_1401', 'B_5701', 'DPB1_0501', 'DQA1_0103', 'DQB1_0202', 'DQB1_0303', 'DQB1_0603', 'DRB1_0901', 'DRB1_1301']",2
Raynaud's syndrome,2,3,"[0.04149, 0.02871]","[0.428, 0.33]","['B_2705', 'DQB1_0604']",2
"Renal sclerosis, NOS",4,3,"[0.01848, 0.000759, 0.02058, 0.01653]","[2.235, 4.244, 1.78, 3.056]","['A_3201', 'B_1401', 'DQB1_0302', 'DRB1_0103']",2
Respiratory insufficiency,4,4,"[0.04705, 0.001303, 0.01876, 0.01721, 0.01628, 0.04965, 0.04421, 0.02271]","[1.403, 2.167, 1.436, 0.659, 0.746, 0.819, 0.565, 0.39]","['A_3201', 'B_4002', 'C_0202', 'C_0303', 'DPB1_0201', 'DQA1_0301', 'DQB1_0503', 'DRB1_1401']",2
Restless legs syndrome,1,5,"[0.0002615, 0.03677, 0.04675, 0.008025, 0.04176, 0.02146, 0.006852, 0.008217, 0.03277]","[0.603, 0.65, 0.366, 1.466, 0.734, 1.392, 1.477, 0.602, 1.358]","['A_0201', 'C_0401', 'DPB1_1101', 'DQB1_0201', 'DQB1_0301', 'DQB1_0602', 'DRB1_0301', 'DRB1_0401', 'DRB1_1501']",2
Retinal detachment with retinal defect,0,1,"[0.04347, 0.005372, 0.03726, 0.02776, 0.006516, 0.04136, 0.03781, 0.01635]","[0.718, 1.695, 2.147, 0.673, 1.745, 0.624, 1.556, 1.681]","['A_0201', 'A_2402', 'DPB1_1701', 'DQA1_0102', 'DQA1_0103', 'DQB1_0302', 'DQB1_0603', 'DRB1_1301']",2
Retinal edema,3,5,"[0.004929, 0.03629]","[2.845, 0.122]","['B_3701', 'C_0802']",2
Rheumatic disease of the heart valves,2,4,"[0.03388, 0.02627, 0.0005071, 0.007753, 0.03352, 0.02139]","[1.375, 1.373, 1.54, 1.441, 1.483, 1.378]","['A_3101', 'A_6801', 'B_2705', 'C_0102', 'C_0704', 'DQB1_0604']",2
Right bundle branch block,4,3,"[0.03594, 0.02503, 0.002355, 0.02363]","[1.72, 0.48, 0.401, 1.507]","['A_3201', 'B_4001', 'C_0304', 'C_0602']",2
Rotator cuff (capsule) sprain,5,3,"[0.04038, 0.02773]","[1.343, 1.519]","['DQA1_0102', 'DQB1_0603']",2
Sciatica,2,6,"[0.03412, 0.03257, 0.03139, 0.02831]","[1.395, 1.296, 1.392, 1.42]","['C_0303', 'DPA1_0201', 'DQA1_0103', 'DRB1_1301']",2
Sebaceous cyst,0,1,"[0.04677, 0.02956, 0.01057, 0.007127, 0.01375, 0.03617]","[1.473, 0.458, 1.352, 1.324, 1.332, 1.294]","['A_2301', 'B_3701', 'B_4001', 'C_0304', 'DQA1_0103', 'DRB1_1301']",2
Secondary diabetes mellitus,0,4,"[0.04767, 0.03503, 0.0308, 0.03805, 0.03554]","[0.314, 0.44, 1.543, 0.445, 1.714]","['C_1203', 'DQA1_0103', 'DQB1_0302', 'DQB1_0603', 'DRB1_0404']",2
Secondary hyperparathyroidism (of renal origin),0,4,"[0.04009, 0.02573, 0.005073, 0.01419, 0.03585]","[0.474, 1.783, 0.442, 2.458, 1.644]","['B_3501', 'C_0102', 'C_0401', 'DRB1_0103', 'DRB1_0404']",2
Secondary malignant neoplasm of liver,5,5,"[0.02649, 0.006626, 0.032, 0.005367, 0.03936, 0.00386, 0.03862]","[1.246, 0.489, 1.394, 1.386, 1.385, 1.257, 1.26]","['A_1101', 'A_2301', 'A_2501', 'A_2902', 'B_5501', 'DPB1_0201', 'DQB1_0303']",2
Secondary/extrinsic cardiomyopathies,2,5,"[0.04443, 0.04698, 0.007439, 0.0219]","[1.319, 1.738, 1.431, 1.628]","['A_1101', 'B_1401', 'B_1501', 'DRB1_1104']",2
Sepsis,5,3,"[0.03499, 0.04431, 0.01438, 0.02997]","[1.206, 1.263, 1.474, 0.855]","['A_1101', 'A_3201', 'B_3701', 'C_0702']",2
Sepsis and SIRS,5,3,"[0.01178, 0.01669, 0.03778]","[1.225, 1.49, 0.732]","['A_1101', 'B_3901', 'DQB1_0402']",2
Septic shock,5,6,[0.02326],[0.775],['C_0702'],2
Septicemia,5,6,[0.01156],[1.363],['B_3701'],2
Sinoatrial node dysfunction (Bradycardia),3,3,"[0.04673, 0.002777, 0.01391, 0.04022, 0.04117]","[1.503, 1.484, 0.787, 1.176, 1.519]","['A_3001', 'A_3201', 'C_0501', 'DPA1_0201', 'DPB1_1701']",2
Skull and face fracture and other intercranial injury,5,2,"[0.01711, 0.0302, 0.02644, 0.03091]","[0.732, 1.278, 0.505, 0.574]","['A_0101', 'A_0201', 'DQB1_0604', 'DRB1_1302']",2
Sleep apnea,1,4,"[0.01268, 0.04241, 0.008168]","[0.764, 1.139, 1.401]","['A_2902', 'B_4402', 'DPB1_1301']",2
Sleep disorders,1,4,"[0.03589, 0.0333]","[0.817, 1.111]","['A_2902', 'DQA1_0102']",2
Somatoform disorder,5,4,"[0.03189, 0.04697, 0.03196, 0.03895, 0.003403, 0.04596, 0.02381]","[0.558, 2.024, 2.01, 0.57, 0.289, 1.832, 2.231]","['A_0101', 'A_3101', 'B_5701', 'C_0701', 'DPB1_0402', 'DQB1_0303', 'DQB1_0503']",2
Spinal stenosis,2,1,"[0.03274, 0.04822, 0.02026, 0.0238, 0.04019, 0.002212, 0.01358]","[1.153, 1.266, 0.776, 1.224, 0.873, 0.404, 1.258]","['A_0101', 'A_6801', 'B_3501', 'DQA1_0103', 'DQA1_0301', 'DRB1_0407', 'DRB1_1301']",2
Spinal stenosis of lumbar region,0,1,"[0.01161, 0.005411, 0.01678, 0.03463, 0.03331, 0.001153, 0.01296]","[1.349, 0.698, 1.27, 0.829, 0.815, 0.26, 1.296]","['A_2902', 'B_3501', 'DQA1_0103', 'DQB1_0501', 'DRB1_0101', 'DRB1_0407', 'DRB1_1301']",2
"Spondylolisthesis, congenital",0,0,"[0.0205, 0.03854, 0.02655, 0.03236, 0.03745]","[2.316, 2.491, 2.231, 0.212, 2.185]","['B_4001', 'DPA1_0202', 'DQB1_0603', 'DRB1_0101', 'DRB1_1301']",2
Spondylosis and allied disorders,2,1,"[0.0438, 0.04338, 0.02375, 0.0104, 0.004411, 0.04189, 0.02052, 0.03512, 0.0368, 0.04831, 0.02302]","[1.128, 0.893, 1.272, 0.767, 1.262, 0.857, 0.765, 0.716, 1.185, 0.656, 1.212]","['A_0101', 'A_0201', 'A_6801', 'B_4403', 'C_0303', 'C_0401', 'C_1601', 'DPB1_0501', 'DQA1_0103', 'DRB1_0407', 'DRB1_1301']",2
Spondylosis without myelopathy,2,1,"[0.0417, 0.04115, 0.007441, 0.02447, 0.01726, 0.02333, 0.04758, 0.04486, 0.04024]","[1.135, 0.713, 1.339, 0.786, 1.227, 0.834, 1.334, 0.787, 0.711]","['A_0101', 'A_2501', 'A_6801', 'B_4403', 'C_0303', 'C_0401', 'C_0704', 'C_1601', 'DPB1_0501']",2
Sprains and strains,5,3,"[0.006391, 0.03363, 0.006179]","[1.604, 0.869, 1.608]","['C_1402', 'DQA1_0301', 'DQB1_0502']",2
Sprains and strains of back and neck,5,3,[0.02528],[0.752],['C_0401'],2
Staphylococcus infections,5,6,"[0.008341, 0.03998]","[1.503, 0.842]","['B_3701', 'DQB1_0202']",2
Stomatitis and mucositis (ulcerative),2,2,"[0.01, 0.00734, 0.04438]","[1.621, 2.348, 0.478]","['A_0101', 'A_2501', 'B_1501']",2
Streptococcus infection,5,6,"[0.009924, 0.01202]","[1.497, 1.725]","['A_3101', 'DRB1_0103']",2
Stricture/obstruction of ureter,5,5,"[0.007342, 0.03198, 0.04318, 0.04362, 0.01383]","[1.727, 1.369, 1.631, 0.46, 2.161]","['A_2902', 'DPB1_0201', 'DQA1_0401', 'DQB1_0604', 'DRB1_0103']",2
Subarachnoid hemorrhage (injury),5,3,[0.03436],[1.843],['DQB1_0603'],2
Subdural hemorrhage,4,3,"[0.03533, 0.005385, 0.02392, 0.04769, 0.02687, 0.01911]","[1.57, 2.024, 2.418, 0.406, 1.532, 2.364]","['A_1101', 'A_3201', 'B_1401', 'B_1801', 'C_0602', 'DRB1_0407']",2
Subdural hemorrhage (injury),4,3,[0.0003996],[2.48],['A_3201'],2
Symptomatic menopause,0,1,"[0.02011, 0.04274, 0.01341, 0.0006965, 0.00952]","[1.218, 0.882, 1.234, 0.773, 1.255]","['DQA1_0103', 'DQA1_0301', 'DQB1_0603', 'DRB1_0401', 'DRB1_1301']",2
Symptoms involving cardiovascular system,2,4,"[0.04253, 0.0464, 0.04257, 0.04979]","[0.804, 1.611, 1.464, 1.407]","['A_0201', 'A_2301', 'A_6801', 'B_2705']",2
Symptoms involving digestive system,2,2,"[0.01922, 0.005392, 0.04223, 0.01523, 0.04866]","[0.679, 1.96, 0.713, 2.139, 0.72]","['A_0301', 'A_2501', 'DQB1_0201', 'DQB1_0502', 'DRB1_0301']",2
Symptoms involving nervous and musculoskeletal systems,0,3,"[0.0383, 0.02459, 0.02159, 0.0439, 0.00236]","[0.477, 2.62, 0.44, 0.502, 2.432]","['B_0801', 'DPB1_1001', 'DQB1_0201', 'DRB1_0301', 'DRB1_1101']",2
Tachycardia NOS,3,4,"[0.005153, 0.01027, 0.01604, 0.03937, 0.008212, 0.03531, 0.04326, 0.03655]","[1.326, 1.248, 1.289, 1.193, 1.193, 0.899, 0.7, 1.125]","['A_2501', 'A_3201', 'B_5501', 'C_0102', 'C_0303', 'C_0701', 'DQB1_0502', 'DRB1_0101']",2
"Thoracic or lumbosacral neuritis or radiculitis, unspecified",2,6,"[0.00509, 0.04584, 0.009788, 0.02759, 0.02003, 0.04644, 0.01599, 0.03884, 0.008712, 0.02231]","[1.744, 0.674, 0.73, 0.788, 1.338, 0.829, 0.759, 0.787, 0.738, 1.349]","['C_0704', 'C_1203', 'DPB1_0402', 'DQA1_0101', 'DQA1_0103', 'DQA1_0501', 'DQB1_0201', 'DQB1_0501', 'DRB1_0301', 'DRB1_1301']",2
Tracheostomy complications,4,2,"[0.04858, 0.006643, 0.02163]","[2.81, 2.227, 0.302]","['B_3503', 'C_0602', 'DRB1_0401']",2
Traumatic amputation,5,3,"[0.01873, 0.02164]","[1.877, 1.915]","['DQA1_0301', 'DQB1_0302']",2
Traumatic and surgical subcutaneous emphysema,5,3,[0.04037],[0.232],['DPA1_0202'],2
Ulcerative colitis,1,3,"[0.03688, 0.03117, 0.008245, 0.02476, 0.000502, 0.005485, 0.02056, 0.03141, 0.04624, 0.02123, 0.002991, 0.002525, 0.04932, 0.03752]","[1.479, 0.571, 0.552, 1.495, 0.588, 0.588, 0.488, 0.337, 1.346, 0.385, 2.442, 0.552, 1.46, 0.509]","['B_3501', 'B_4001', 'C_0304', 'DQA1_0103', 'DQA1_0301', 'DQB1_0302', 'DQB1_0303', 'DQB1_0402', 'DQB1_0501', 'DQB1_0604', 'DRB1_0103', 'DRB1_0401', 'DRB1_1101', 'DRB1_1302']",2
Ulcerative colitis (chronic),1,0,"[0.006362, 0.04563, 0.009005, 0.01158, 0.02452, 0.01695, 0.01556, 0.01336, 0.04473, 0.04253]","[0.365, 0.579, 0.542, 1.712, 1.777, 1.705, 2.789, 0.453, 0.578, 1.719]","['C_0501', 'DQA1_0201', 'DQA1_0301', 'DQB1_0501', 'DQB1_0603', 'DRB1_0101', 'DRB1_0103', 'DRB1_0401', 'DRB1_0701', 'DRB1_1301']",2
Unstable angina (intermediate coronary syndrome),4,3,"[0.01473, 0.005484, 0.02508]","[1.358, 0.419, 0.717]","['A_3201', 'B_3801', 'C_1203']",2
Urethral hypermobility/ISD,3,6,[0.005127],[2.834],['B_3801'],2
Urinary incontinence,0,1,"[0.008775, 0.04567, 0.03475, 0.02864]","[1.422, 1.19, 1.202, 1.218]","['B_5501', 'DQA1_0103', 'DQB1_0603', 'DRB1_1301']",2
Urinary tract infection,2,4,"[0.04805, 0.03837]","[1.146, 1.119]","['A_6801', 'DPB1_0101']",2
Vaginitis and vulvovaginitis,4,2,"[0.01105, 0.02914]","[1.99, 1.386]","['B_3701', 'C_0602']",2
"Varicose veins of lower extremity, symptomtic",2,3,"[0.03981, 0.01705]","[0.68, 1.625]","['A_0101', 'DQB1_0603']",2
Vascular complications of surgery and medical procedures,4,3,[0.01915],[2.623],['A_3201'],2
Vascular hamartomas and non-neoplastic nevi,5,5,"[0.03936, 0.0448, 0.003353, 0.0377, 0.02433, 0.02604, 0.02352]","[1.741, 0.606, 1.883, 0.632, 1.543, 0.627, 1.561]","['A_2902', 'B_0801', 'B_1501', 'C_0701', 'DPB1_0201', 'DQB1_0301', 'DQB1_0302']",2
Vascular insufficiency of intestine,2,3,"[0.04308, 0.04443, 0.03375]","[1.588, 0.458, 0.34]","['B_3501', 'B_4403', 'C_1601']",2
Ventricular fibrillation and flutter,3,3,"[0.02039, 0.01134, 0.000107, 0.02693, 0.02287]","[2.055, 2.139, 3.523, 2.571, 2.639]","['A_3201', 'A_6801', 'C_0704', 'DPB1_1701', 'DRB1_1201']",2
Viral Enteritis,4,6,"[0.01038, 0.01148, 0.01328, 0.01965, 0.02922, 0.008945, 0.04284, 0.0365, 0.03497, 0.01422, 0.03607]","[2.039, 1.805, 0.235, 1.651, 0.211, 0.616, 2.11, 0.592, 1.474, 0.46, 0.591]","['A_6801', 'B_4001', 'B_4403', 'C_0304', 'C_1601', 'DPB1_0401', 'DPB1_1301', 'DQA1_0201', 'DQA1_0501', 'DQB1_0202', 'DRB1_0701']",2
Viral infection,4,6,"[0.0133, 0.01537, 0.01547, 0.03274, 0.04498, 0.0005256, 0.02281, 0.0247, 0.001895, 0.02923, 0.003082]","[1.694, 1.349, 1.377, 1.262, 1.178, 0.753, 1.189, 1.399, 0.749, 1.575, 0.762]","['B_1401', 'B_2705', 'C_0102', 'C_0303', 'DQA1_0101', 'DQA1_0102', 'DQA1_0301', 'DQB1_0503', 'DQB1_0602', 'DRB1_0407', 'DRB1_1501']",2
Viral warts & HPV,3,0,"[0.01152, 0.04008, 0.03444, 0.006956, 0.02355, 0.04876, 0.03974, 0.006089, 0.04978, 0.009762]","[0.574, 0.688, 1.378, 0.538, 1.533, 1.206, 0.788, 1.893, 0.797, 1.297]","['A_2902', 'B_4403', 'C_0202', 'C_1601', 'DPB1_0601', 'DQA1_0102', 'DQA1_0201', 'DRB1_0407', 'DRB1_0701', 'DRB1_1501']",2
Visual disturbances,0,1,"[0.005826, 0.03735, 0.03789, 0.01417]","[1.297, 1.223, 1.476, 1.276]","['DQA1_0103', 'DQB1_0603', 'DRB1_0407', 'DRB1_1301']",2
Vitamin B-complex deficiencies,0,4,"[0.03106, 0.03836, 0.03728]","[1.578, 0.717, 0.702]","['C_0704', 'DQB1_0603', 'DRB1_1301']",2
